Date,Open,High,Low,Close
29.04.2006,1.2632,1.2632,1.2632,1.2632
30.04.2006,1.2622,1.26873,1.25545,1.25814
01.05.2006,1.25778,1.26652,1.25574,1.26116
02.05.2006,1.26058,1.26674,1.25914,1.2629
03.05.2006,1.26246,1.27172,1.25707,1.2689
04.05.2006,1.26854,1.27615,1.26731,1.27237
05.05.2006,1.27237,1.27237,1.27237,1.27237
06.05.2006,1.27237,1.27237,1.27237,1.27237
07.05.2006,1.27222,1.27838,1.26918,1.27069
08.05.2006,1.27028,1.27805,1.2661,1.27585
09.05.2006,1.27513,1.28296,1.27496,1.27785
10.05.2006,1.27746,1.28696,1.26842,1.28345
11.05.2006,1.28302,1.29528,1.28221,1.29225
12.05.2006,1.29225,1.29225,1.29225,1.29225
13.05.2006,1.29225,1.29225,1.29225,1.29225
14.05.2006,1.29205,1.29698,1.27753,1.279
15.05.2006,1.27837,1.28663,1.27696,1.28536
16.05.2006,1.28536,1.29155,1.27012,1.27389
17.05.2006,1.27335,1.28567,1.27205,1.2842
18.05.2006,1.28391,1.28695,1.26946,1.27732
19.05.2006,1.27732,1.27732,1.27732,1.27732
20.05.2006,1.27732,1.27732,1.27732,1.27732
21.05.2006,1.2773,1.28843,1.2695,1.28633
22.05.2006,1.28594,1.2877,1.28048,1.28107
23.05.2006,1.28107,1.28848,1.27296,1.27503
24.05.2006,1.27444,1.2817,1.27444,1.27966
25.05.2006,1.27928,1.28314,1.26994,1.27314
26.05.2006,1.27314,1.27314,1.27314,1.27314
27.05.2006,1.27314,1.27314,1.27314,1.27314
28.05.2006,1.27299,1.27663,1.27159,1.27458
29.05.2006,1.27417,1.29062,1.27343,1.28674
30.05.2006,1.28651,1.29008,1.2801,1.2806
31.05.2006,1.28026,1.28221,1.2722,1.27978
01.06.2006,1.27967,1.29367,1.27936,1.29131
02.06.2006,1.29131,1.29131,1.29131,1.29131
03.06.2006,1.29131,1.29131,1.29131,1.29131
04.06.2006,1.29083,1.29767,1.28992,1.29025
05.06.2006,1.29025,1.2932,1.28072,1.283
06.06.2006,1.28269,1.28356,1.27599,1.2782
07.06.2006,1.27801,1.28064,1.26256,1.26452
08.06.2006,1.26449,1.26816,1.25963,1.26347
09.06.2006,1.26347,1.26347,1.26347,1.26347
10.06.2006,1.26347,1.26347,1.26347,1.26347
11.06.2006,1.26317,1.2649,1.25662,1.25826
12.06.2006,1.2577,1.26135,1.25278,1.25313
13.06.2006,1.2526,1.26458,1.24987,1.25915
14.06.2006,1.25894,1.26555,1.25812,1.2633
15.06.2006,1.26307,1.26701,1.26165,1.26366
16.06.2006,1.26366,1.26366,1.26366,1.26366
17.06.2006,1.26366,1.26366,1.26366,1.26366
18.06.2006,1.26337,1.26467,1.25503,1.25674
19.06.2006,1.2567,1.26154,1.25368,1.25775
20.06.2006,1.25692,1.26763,1.25692,1.26553
21.06.2006,1.2652,1.2677,1.25496,1.25742
22.06.2006,1.25689,1.25862,1.24764,1.25004
23.06.2006,1.25004,1.25004,1.25004,1.25004
24.06.2006,1.25004,1.25004,1.25004,1.25004
25.06.2006,1.24954,1.26013,1.24907,1.25795
26.06.2006,1.25722,1.2616,1.256,1.25742
27.06.2006,1.25687,1.25839,1.25153,1.25507
28.06.2006,1.25451,1.26652,1.24861,1.26615
29.06.2006,1.26551,1.27927,1.26527,1.27895
30.06.2006,1.27895,1.27895,1.27839,1.27839
01.07.2006,1.27839,1.27839,1.27839,1.27839
02.07.2006,1.27799,1.28196,1.27609,1.27992
03.07.2006,1.27964,1.28192,1.27868,1.27924
04.07.2006,1.27919,1.28357,1.27058,1.272
05.07.2006,1.27171,1.278,1.27125,1.27757
06.07.2006,1.27741,1.28571,1.27385,1.28067
07.07.2006,1.28067,1.28067,1.28067,1.28067
08.07.2006,1.28067,1.28067,1.28067,1.28067
09.07.2006,1.28062,1.2816,1.27205,1.27262
10.07.2006,1.27249,1.27769,1.27042,1.27717
11.07.2006,1.27705,1.2777,1.26768,1.27005
12.07.2006,1.26958,1.27284,1.26642,1.26884
13.07.2006,1.26811,1.26961,1.26263,1.26433
14.07.2006,1.26433,1.26433,1.26433,1.26433
15.07.2006,1.26433,1.26433,1.26433,1.26433
16.07.2006,1.26433,1.26561,1.25076,1.25158
17.07.2006,1.25092,1.25571,1.24755,1.25025
18.07.2006,1.24995,1.26071,1.24439,1.25832
19.07.2006,1.25829,1.26519,1.25788,1.26245
20.07.2006,1.26201,1.26952,1.26188,1.26886
21.07.2006,1.26886,1.26886,1.26886,1.26886
22.07.2006,1.26886,1.26886,1.26886,1.26886
23.07.2006,1.27003,1.27094,1.26085,1.26304
24.07.2006,1.26247,1.267,1.2561,1.25735
25.07.2006,1.25737,1.27151,1.2558,1.27123
26.07.2006,1.27143,1.27693,1.26792,1.26939
27.07.2006,1.269,1.27683,1.26576,1.27571
28.07.2006,1.27571,1.27571,1.27571,1.27571
29.07.2006,1.27571,1.27571,1.27571,1.27571
30.07.2006,1.27557,1.27813,1.27391,1.27626
31.07.2006,1.27606,1.28272,1.27182,1.28235
01.08.2006,1.28197,1.2833,1.27747,1.2785
02.08.2006,1.27796,1.28324,1.27391,1.28012
03.08.2006,1.27993,1.29075,1.27746,1.28704
04.08.2006,1.28704,1.28704,1.28704,1.28704
05.08.2006,1.28704,1.28704,1.28704,1.28704
06.08.2006,1.28685,1.28907,1.28272,1.2836
07.08.2006,1.28354,1.28884,1.28043,1.28305
08.08.2006,1.28297,1.28995,1.27644,1.28576
09.08.2006,1.28598,1.2909,1.2746,1.27897
10.08.2006,1.279,1.27973,1.27144,1.27195
11.08.2006,1.27195,1.27195,1.27195,1.27195
12.08.2006,1.27195,1.27195,1.27195,1.27195
13.08.2006,1.2722,1.27602,1.26884,1.27078
14.08.2006,1.27087,1.28027,1.26953,1.2785
15.08.2006,1.27787,1.28628,1.2767,1.28372
16.08.2006,1.28337,1.28845,1.28109,1.28205
17.08.2006,1.28186,1.28431,1.27788,1.28234
18.08.2006,1.28234,1.28234,1.28234,1.28234
19.08.2006,1.28234,1.28234,1.28234,1.28234
20.08.2006,1.2818,1.29374,1.28019,1.28861
21.08.2006,1.28854,1.28961,1.27822,1.27979
22.08.2006,1.27947,1.285,1.2775,1.27815
23.08.2006,1.27775,1.28363,1.27513,1.27585
24.08.2006,1.276,1.27803,1.2726,1.27486
25.08.2006,1.27486,1.27486,1.27486,1.27486
26.08.2006,1.27486,1.27486,1.27486,1.27486
27.08.2006,1.27511,1.28183,1.275,1.27748
28.08.2006,1.27738,1.28371,1.27489,1.28196
29.08.2006,1.28171,1.28486,1.28102,1.28286
30.08.2006,1.28287,1.28776,1.2784,1.28091
31.08.2006,1.28036,1.28456,1.27561,1.2833
01.09.2006,1.2833,1.2833,1.2833,1.2833
02.09.2006,1.2833,1.2833,1.2833,1.2833
03.09.2006,1.28306,1.28734,1.28294,1.28675
04.09.2006,1.2863,1.28737,1.27944,1.28139
05.09.2006,1.28073,1.28309,1.27666,1.27991
06.09.2006,1.27952,1.28282,1.27035,1.27263
07.09.2006,1.27205,1.27398,1.26495,1.26679
08.09.2006,1.26679,1.26679,1.26679,1.26679
09.09.2006,1.26679,1.26679,1.26679,1.26679
10.09.2006,1.2664,1.27376,1.26471,1.2697
11.09.2006,1.26951,1.2728,1.26587,1.26796
12.09.2006,1.26648,1.2716,1.26622,1.26836
13.09.2006,1.26816,1.27507,1.2673,1.27197
14.09.2006,1.27143,1.2734,1.26309,1.26612
15.09.2006,1.26612,1.26612,1.26612,1.26612
16.09.2006,1.26612,1.26612,1.26612,1.26612
17.09.2006,1.26459,1.27095,1.26232,1.27011
18.09.2006,1.26951,1.27266,1.2647,1.26706
19.09.2006,1.26699,1.27258,1.26588,1.26805
20.09.2006,1.26787,1.27968,1.26757,1.27768
21.09.2006,1.2772,1.28292,1.277,1.27815
22.09.2006,1.27815,1.27815,1.27815,1.27815
23.09.2006,1.27815,1.27815,1.27815,1.27815
24.09.2006,1.27723,1.28183,1.27303,1.27436
25.09.2006,1.2739,1.2762,1.26604,1.26869
26.09.2006,1.26848,1.27148,1.2668,1.2698
27.09.2006,1.26972,1.27309,1.26774,1.26989
28.09.2006,1.26964,1.27121,1.26387,1.26705
29.09.2006,1.26705,1.26705,1.26705,1.26705
30.09.2006,1.26705,1.26705,1.26694,1.26694
01.10.2006,1.2672,1.27566,1.26604,1.27341
02.10.2006,1.27314,1.27637,1.27162,1.27289
03.10.2006,1.2726,1.27379,1.26667,1.27125
04.10.2006,1.27059,1.27241,1.26707,1.26889
05.10.2006,1.26849,1.27022,1.25722,1.25959
06.10.2006,1.25959,1.25959,1.25959,1.25959
07.10.2006,1.25959,1.25959,1.25959,1.25959
08.10.2006,1.25892,1.26124,1.25817,1.25912
09.10.2006,1.25853,1.2612,1.25182,1.25342
10.10.2006,1.25272,1.25555,1.25002,1.25096
11.10.2006,1.2509,1.2563,1.25052,1.25532
12.10.2006,1.25465,1.25763,1.24823,1.25111
13.10.2006,1.25111,1.25111,1.25111,1.25111
14.10.2006,1.25111,1.25111,1.25111,1.25111
15.10.2006,1.25111,1.25362,1.24863,1.25299
16.10.2006,1.25277,1.2566,1.25102,1.25414
17.10.2006,1.25353,1.25575,1.25001,1.25298
18.10.2006,1.2528,1.26394,1.25239,1.26188
19.10.2006,1.26187,1.26397,1.25975,1.26151
20.10.2006,1.26151,1.26151,1.26151,1.26151
21.10.2006,1.26151,1.26151,1.26151,1.26151
22.10.2006,1.26115,1.26209,1.25353,1.25461
23.10.2006,1.25446,1.25757,1.25228,1.2554
24.10.2006,1.25472,1.26214,1.25464,1.25995
25.10.2006,1.2597,1.27006,1.25925,1.26913
26.10.2006,1.26855,1.27485,1.26612,1.27383
27.10.2006,1.27383,1.27383,1.27383,1.27383
28.10.2006,1.27383,1.27383,1.27383,1.27383
29.10.2006,1.27297,1.27362,1.26996,1.27198
30.10.2006,1.27217,1.27808,1.26793,1.27587
31.10.2006,1.27598,1.27961,1.27413,1.27531
01.11.2006,1.27528,1.27836,1.27347,1.2776
02.11.2006,1.27757,1.27834,1.26825,1.27148
03.11.2006,1.27148,1.27148,1.27148,1.27148
04.11.2006,1.27148,1.27148,1.27148,1.27148
05.11.2006,1.27163,1.27258,1.2689,1.27194
06.11.2006,1.2719,1.28186,1.2717,1.27738
07.11.2006,1.27688,1.28059,1.27457,1.27541
08.11.2006,1.27543,1.28469,1.27472,1.28252
09.11.2006,1.28254,1.28963,1.28235,1.28366
10.11.2006,1.28366,1.28366,1.28366,1.28366
11.11.2006,1.28366,1.28366,1.28366,1.28366
12.11.2006,1.28421,1.28768,1.27935,1.28025
13.11.2006,1.28018,1.28695,1.27916,1.28072
14.11.2006,1.28067,1.28328,1.27725,1.28248
15.11.2006,1.28246,1.28361,1.27823,1.27933
16.11.2006,1.27925,1.28444,1.27586,1.28251
17.11.2006,1.28251,1.28251,1.28251,1.28251
18.11.2006,1.28251,1.28251,1.28251,1.28251
19.11.2006,1.28257,1.28499,1.2801,1.28137
20.11.2006,1.2813,1.28529,1.2797,1.28394
21.11.2006,1.28418,1.29552,1.28338,1.29423
22.11.2006,1.29405,1.29735,1.29233,1.29417
23.11.2006,1.29422,1.31043,1.29414,1.3091
24.11.2006,1.3091,1.3091,1.3091,1.3091
25.11.2006,1.3091,1.3091,1.3091,1.3091
26.11.2006,1.31617,1.31648,1.30856,1.31308
27.11.2006,1.31321,1.32065,1.31166,1.31961
28.11.2006,1.3196,1.32163,1.31322,1.31527
29.11.2006,1.31513,1.32732,1.31393,1.32392
30.11.2006,1.32398,1.33454,1.32187,1.33339
01.12.2006,1.33339,1.33339,1.33339,1.33339
02.12.2006,1.33339,1.33339,1.33339,1.33339
03.12.2006,1.33308,1.33653,1.32815,1.33405
04.12.2006,1.33387,1.33611,1.32878,1.33132
05.12.2006,1.33135,1.33397,1.32542,1.32855
06.12.2006,1.32838,1.33232,1.32709,1.32844
07.12.2006,1.32845,1.3361,1.31911,1.31985
08.12.2006,1.31985,1.31985,1.31985,1.31985
09.12.2006,1.31985,1.31985,1.31985,1.31985
10.12.2006,1.31763,1.32614,1.31287,1.3234
11.12.2006,1.3233,1.32906,1.32126,1.32812
12.12.2006,1.32815,1.3287,1.31907,1.32107
13.12.2006,1.32102,1.32508,1.31373,1.31403
14.12.2006,1.31406,1.31817,1.30586,1.30785
15.12.2006,1.30785,1.30785,1.30785,1.30785
16.12.2006,1.30785,1.30785,1.30785,1.30785
17.12.2006,1.30782,1.31165,1.30522,1.30938
18.12.2006,1.30947,1.32141,1.30794,1.31936
19.12.2006,1.31949,1.32432,1.31584,1.31704
20.12.2006,1.31703,1.32121,1.3142,1.31728
21.12.2006,1.3173,1.32116,1.31084,1.31247
22.12.2006,1.31247,1.31247,1.31247,1.31247
23.12.2006,1.31247,1.31247,1.31247,1.31247
24.12.2006,1.31199,1.31648,1.30974,1.31294
25.12.2006,1.31346,1.31431,1.30865,1.3095
26.12.2006,1.30941,1.31764,1.30916,1.31099
27.12.2006,1.31129,1.31997,1.31017,1.3146
28.12.2006,1.31446,1.32049,1.31347,1.3192
29.12.2006,1.3192,1.3192,1.3192,1.3192
30.12.2006,1.3192,1.3192,1.3192,1.3192
31.12.2006,1.31937,1.32095,1.3165,1.31937
01.01.2007,1.31959,1.32951,1.31955,1.3267
02.01.2007,1.32699,1.32903,1.31461,1.31682
03.01.2007,1.31681,1.31783,1.30704,1.30804
04.01.2007,1.30803,1.31029,1.29804,1.29995
05.01.2007,1.29995,1.29995,1.29995,1.29995
06.01.2007,1.29995,1.29995,1.29995,1.29995
07.01.2007,1.30097,1.30349,1.29722,1.30191
08.01.2007,1.30209,1.30517,1.29855,1.29983
09.01.2007,1.29997,1.3003,1.29261,1.29343
10.01.2007,1.2937,1.30124,1.28806,1.28899
11.01.2007,1.28915,1.29418,1.28668,1.29212
12.01.2007,1.29212,1.29212,1.29212,1.29212
13.01.2007,1.29212,1.29212,1.29212,1.29212
14.01.2007,1.29219,1.2955,1.29121,1.29345
15.01.2007,1.29347,1.29875,1.29062,1.29169
16.01.2007,1.29156,1.29494,1.28973,1.29347
17.01.2007,1.29359,1.29756,1.28971,1.29593
18.01.2007,1.29622,1.29998,1.29129,1.29536
19.01.2007,1.29536,1.29536,1.29536,1.29536
20.01.2007,1.29536,1.29536,1.29536,1.29536
21.01.2007,1.29592,1.29769,1.29201,1.29473
22.01.2007,1.29466,1.30423,1.29288,1.30232
23.01.2007,1.30232,1.30357,1.29475,1.29678
24.01.2007,1.29677,1.30002,1.29139,1.29288
25.01.2007,1.2928,1.29438,1.28807,1.29144
26.01.2007,1.29144,1.29144,1.29144,1.29144
27.01.2007,1.29144,1.29144,1.29144,1.29144
28.01.2007,1.29147,1.29655,1.28948,1.29526
29.01.2007,1.29545,1.298,1.29436,1.29671
30.01.2007,1.29675,1.30356,1.29239,1.30288
31.01.2007,1.303,1.30482,1.30011,1.302
01.02.2007,1.30192,1.30615,1.29474,1.29562
02.02.2007,1.29562,1.29562,1.29562,1.29562
03.02.2007,1.29562,1.29562,1.29562,1.29562
04.02.2007,1.2961,1.29651,1.29126,1.29245
05.02.2007,1.29261,1.29893,1.29095,1.2983
06.02.2007,1.29837,1.30232,1.29647,1.30071
07.02.2007,1.30092,1.30418,1.29759,1.30379
08.02.2007,1.30389,1.30452,1.29817,1.30047
09.02.2007,1.30047,1.30047,1.30047,1.30047
10.02.2007,1.30047,1.30047,1.30047,1.30047
11.02.2007,1.2989,1.30359,1.2939,1.29619
12.02.2007,1.29617,1.30426,1.29498,1.30352
13.02.2007,1.30354,1.31488,1.30218,1.3128
14.02.2007,1.31297,1.31716,1.31173,1.31369
15.02.2007,1.31377,1.31443,1.30958,1.31356
16.02.2007,1.31356,1.31356,1.31356,1.31356
17.02.2007,1.31356,1.31356,1.31356,1.31356
18.02.2007,1.31364,1.31621,1.31201,1.3154
19.02.2007,1.31519,1.31881,1.31271,1.31362
20.02.2007,1.31351,1.31648,1.31116,1.31362
21.02.2007,1.31357,1.31434,1.30796,1.31222
22.02.2007,1.31229,1.31863,1.31013,1.31627
23.02.2007,1.31627,1.31627,1.31627,1.31627
24.02.2007,1.31627,1.31627,1.31627,1.31627
25.02.2007,1.3165,1.31971,1.31491,1.31847
26.02.2007,1.31847,1.32578,1.31579,1.32396
27.02.2007,1.32407,1.32419,1.31787,1.32255
28.02.2007,1.32274,1.32389,1.31547,1.3184
01.03.2007,1.31825,1.31998,1.31408,1.31882
02.03.2007,1.31882,1.31882,1.31882,1.31882
03.03.2007,1.31882,1.31882,1.31882,1.31882
04.03.2007,1.31949,1.32101,1.30723,1.30872
05.03.2007,1.30866,1.31295,1.30782,1.31255
06.03.2007,1.31251,1.31844,1.31086,1.31748
07.03.2007,1.31737,1.31813,1.31154,1.31274
08.03.2007,1.31273,1.31583,1.30864,1.31118
09.03.2007,1.31118,1.31118,1.31118,1.31118
10.03.2007,1.31118,1.31118,1.31118,1.31118
11.03.2007,1.31236,1.31992,1.31054,1.31872
12.03.2007,1.31833,1.32186,1.31547,1.31932
13.03.2007,1.31872,1.3244,1.31764,1.32183
14.03.2007,1.32175,1.32507,1.31919,1.32337
15.03.2007,1.32298,1.33381,1.32268,1.33106
16.03.2007,1.33106,1.33106,1.33106,1.33106
17.03.2007,1.33106,1.33106,1.33106,1.33106
18.03.2007,1.33064,1.33241,1.3278,1.32973
19.03.2007,1.32955,1.33209,1.32701,1.33151
20.03.2007,1.33107,1.33882,1.32861,1.33814
21.03.2007,1.33817,1.34094,1.3309,1.33276
22.03.2007,1.33219,1.33407,1.32762,1.32789
23.03.2007,1.32789,1.32789,1.32789,1.32789
24.03.2007,1.32789,1.32789,1.32789,1.32789
25.03.2007,1.32801,1.33455,1.32534,1.33278
26.03.2007,1.33289,1.33622,1.33013,1.33498
27.03.2007,1.33478,1.33716,1.33006,1.33115
28.03.2007,1.33107,1.33517,1.32984,1.3329
29.03.2007,1.33221,1.33985,1.3288,1.3353
30.03.2007,1.3353,1.3353,1.3353,1.3353
31.03.2007,1.3353,1.33535,1.3353,1.33535
01.04.2007,1.3371,1.33802,1.33312,1.33647
02.04.2007,1.3364,1.33802,1.33191,1.33293
03.04.2007,1.33294,1.3381,1.33179,1.3366
04.04.2007,1.33665,1.3441,1.33525,1.3429
05.04.2007,1.34285,1.3432,1.3364,1.3378
06.04.2007,1.3378,1.3378,1.3378,1.3378
07.04.2007,1.3378,1.3378,1.3378,1.3378
08.04.2007,1.3374,1.33798,1.334,1.3353
09.04.2007,1.3353,1.3456,1.33481,1.3438
10.04.2007,1.34385,1.3441,1.34065,1.3431
11.04.2007,1.3431,1.3504,1.34256,1.3481
12.04.2007,1.34798,1.35525,1.3479,1.35255
13.04.2007,1.35255,1.35255,1.35255,1.35255
14.04.2007,1.35255,1.35255,1.35255,1.35255
15.04.2007,1.3554,1.3577,1.35221,1.3534
16.04.2007,1.3533,1.3594,1.35224,1.3565
17.04.2007,1.3566,1.3616,1.35555,1.3607
18.04.2007,1.3607,1.362,1.35605,1.3611
19.04.2007,1.3611,1.3637,1.3586,1.3588
20.04.2007,1.3588,1.3588,1.3588,1.3588
21.04.2007,1.3588,1.3588,1.3588,1.3588
22.04.2007,1.35975,1.3607,1.354,1.3576
23.04.2007,1.3574,1.3643,1.3548,1.3638
24.04.2007,1.3638,1.3665,1.3622,1.3636
25.04.2007,1.3636,1.3654,1.3584,1.3599
26.04.2007,1.3599,1.3682,1.3585,1.3652
27.04.2007,1.3652,1.3652,1.3652,1.3652
28.04.2007,1.3652,1.3652,1.3652,1.3652
29.04.2007,1.36305,1.36777,1.35884,1.36462
30.04.2007,1.36461,1.36711,1.35897,1.36023
01.05.2007,1.36023,1.36097,1.35598,1.35903
02.05.2007,1.35901,1.36193,1.35462,1.35484
03.05.2007,1.35485,1.36088,1.35344,1.35893
04.05.2007,1.35893,1.35893,1.35893,1.35893
05.05.2007,1.35893,1.35893,1.35893,1.35893
06.05.2007,1.36015,1.36255,1.35883,1.35994
07.05.2007,1.35997,1.36202,1.35155,1.35422
08.05.2007,1.35427,1.35641,1.35187,1.35262
09.05.2007,1.35263,1.35624,1.34656,1.34835
10.05.2007,1.34835,1.35305,1.34628,1.35222
11.05.2007,1.35222,1.35222,1.35222,1.35222
12.05.2007,1.35222,1.35222,1.35222,1.35222
13.05.2007,1.35343,1.3557,1.35235,1.35432
14.05.2007,1.3543,1.36071,1.35264,1.35887
15.05.2007,1.3589,1.36081,1.35035,1.35141
16.05.2007,1.3514,1.35421,1.34773,1.34923
17.05.2007,1.34925,1.35205,1.34648,1.35053
18.05.2007,1.35053,1.35053,1.35053,1.35053
19.05.2007,1.35053,1.35053,1.35053,1.35053
20.05.2007,1.35123,1.35288,1.34359,1.34675
21.05.2007,1.34672,1.34744,1.34376,1.34476
22.05.2007,1.34475,1.35004,1.34149,1.34585
23.05.2007,1.34585,1.34619,1.34155,1.34275
